Iteration,0,1,2,3,4,5,6,7,8,9,10
77753,27,21,27,27,23,27,19,35,23,21,23
77754,43,31,35,31,31,25,23,37,31,21,23
77755,14,26,20,14,22,18,18,30,16,16,22
77756,24,28,20,32,26,26,30,24,14,26,30
77757,13,11,9,9,21,9,7,19,9,11,11
77758,37,19,23,19,25,17,25,25,25,15,33
77759,32,26,20,20,26,18,22,58,18,24,18
77760,29,29,25,15,23,29,25,31,21,19,21
77761,37,23,21,25,23,29,25,49,29,21,35
77762,36,18,22,20,14,18,20,24,24,24,16
77763,37,13,25,21,15,13,27,31,19,23,17
77764,37,23,23,35,19,19,17,25,23,27,29
77765,51,29,23,27,25,29,23,23,29,15,31
77766,18,14,16,14,16,24,14,30,20,12,16
77767,12,12,20,18,18,12,12,12,10,14,12
77768,9,13,7,11,21,7,7,37,17,19,9
77769,37,27,23,27,27,19,19,31,31,19,19
77770,35,33,29,25,39,21,35,21,23,21,39
77771,20,30,22,26,28,26,34,26,38,20,22
77772,20,14,20,22,22,16,24,22,30,22,16
77773,15,21,21,31,17,23,17,39,23,15,35
77774,43,21,45,21,55,23,33,45,17,21,23
77775,21,11,13,11,27,17,15,47,19,15,21
77776,56,20,26,28,18,24,20,22,22,22,22
77777,20,28,28,30,34,24,32,34,22,26,18
77778,38,20,26,24,20,12,16,54,34,26,26
77779,32,20,18,18,16,16,14,18,20,24,20
77780,20,22,12,26,22,20,26,28,18,18,24
77781,31,21,19,17,29,17,19,37,27,17,27
77782,29,13,11,25,13,11,13,23,11,19,13
77783,8,16,12,28,16,16,10,28,12,12,16
77784,14,26,22,18,20,34,26,40,26,22,28
77785,41,19,25,29,31,23,19,23,15,15,19
77786,54,26,42,24,28,26,28,34,24,38,30
77787,26,28,28,28,26,26,38,24,20,34,22
77788,37,27,23,21,15,21,27,45,23,19,17
77789,30,36,32,26,26,22,26,44,26,28,22
77790,30,30,28,20,32,22,22,18,32,20,22
77791,28,20,20,18,48,22,20,34,18,22,18
77792,28,12,10,28,14,26,18,18,12,16,20
77793,29,23,27,13,13,25,19,33,13,15,29
77794,22,28,20,20,24,22,26,36,36,28,34
77795,24,24,24,20,18,20,24,40,28,30,22
77796,57,39,27,17,29,21,21,43,23,25,17
77797,24,26,22,20,30,20,22,16,22,24,24
77798,22,24,18,38,38,16,18,30,14,34,12
77799,42,24,22,18,16,20,16,16,18,28,26
77800,34,26,22,32,36,30,30,26,22,26,32
77801,26,22,22,38,38,28,24,20,34,32,28
77802,42,22,26,34,22,22,24,20,22,30,14
77803,28,24,20,18,38,26,26,18,34,28,28
77804,22,30,34,12,46,14,20,40,22,22,16
77805,35,25,21,25,31,27,29,17,15,23,17
77806,31,25,27,25,21,23,29,33,29,27,19
77807,37,39,41,29,55,23,27,25,23,27,21
77808,33,13,13,19,29,19,13,17,15,23,17
77809,18,32,28,26,46,28,26,28,18,16,28
77810,29,21,21,31,29,17,27,27,17,23,21
77811,25,39,19,19,15,17,15,45,27,21,27
77812,74,26,26,24,16,20,22,34,22,24,20
77813,47,19,23,25,27,27,17,33,27,33,35
77814,24,20,28,30,22,20,18,48,22,20,14
77815,14,26,22,12,22,30,22,32,28,26,26
77816,20,26,24,24,26,24,26,22,26,36,26
77817,40,26,22,28,26,20,20,36,20,24,24
77818,35,29,25,23,31,23,31,29,27,27,23
77819,33,31,15,25,35,29,23,27,19,29,27
77820,19,19,15,15,13,13,17,27,13,11,15
77821,27,11,7,9,9,11,7,13,9,11,9
77822,29,29,19,17,35,13,17,13,19,19,27
77823,26,18,20,30,34,34,22,26,26,20,18
77824,12,10,12,12,22,10,12,18,14,12,10
77825,32,20,20,14,36,24,18,14,20,16,22
77826,35,25,29,31,49,33,23,23,29,25,25
77827,27,21,27,23,31,21,23,31,21,25,29
77828,24,26,16,18,26,28,14,36,24,20,16
77829,36,36,28,22,40,28,38,16,34,22,28
77830,14,20,16,16,20,18,14,38,26,16,18
77831,24,22,20,34,30,22,16,14,22,18,26
77832,47,23,19,21,37,19,23,15,19,25,25
77833,48,18,18,18,18,18,16,32,20,32,20
77834,36,22,22,18,30,24,24,52,18,18,34
77835,18,20,28,12,16,18,16,16,22,16,16
77836,34,20,22,20,36,22,24,34,18,16,18
77837,29,15,19,19,31,21,39,25,27,19,17
77838,18,18,20,22,44,16,20,32,16,16,20
77839,67,35,23,31,39,25,29,27,33,31,29
77840,19,21,17,25,19,29,31,55,25,17,25
77841,34,14,18,18,38,16,20,26,20,18,18
77842,17,31,23,31,43,21,25,27,19,19,21
77843,23,21,13,37,11,23,23,43,25,35,27
77844,30,30,26,24,32,24,20,30,20,32,26
77845,10,16,16,16,28,10,18,52,24,22,26
77846,25,19,27,19,37,19,29,25,15,23,21
77847,21,13,25,17,21,11,19,23,13,19,17
77848,12,16,12,28,24,22,12,14,10,14,20
77849,31,27,29,17,17,25,25,23,19,13,25
77850,37,13,11,21,29,15,17,37,15,13,21
77851,18,28,22,24,22,14,14,20,18,22,22
77852,21,13,13,15,23,13,17,19,11,23,15
77853,35,23,31,33,35,23,25,35,23,29,29
77854,14,18,14,14,40,14,18,14,16,18,16
77855,35,21,21,21,19,27,21,31,31,25,31
77856,22,36,54,30,32,24,26,34,32,26,28
77857,27,19,23,19,21,19,29,15,19,17,19
77858,26,22,26,28,40,26,12,32,12,12,22
77859,23,33,21,17,33,25,27,27,19,25,19
77860,24,20,28,16,18,18,18,22,44,28,22
77861,33,27,17,19,17,19,13,31,15,23,23
77862,56,20,34,22,32,28,18,22,22,24,16
77863,19,17,25,15,17,13,17,15,19,19,15
77864,38,30,22,34,24,24,30,68,38,30,30
77865,29,31,15,27,31,27,41,37,21,25,25
77866,18,16,14,10,32,12,20,18,12,22,18
77867,26,18,16,28,14,20,24,32,32,24,14
77868,24,26,22,28,42,50,26,32,32,22,28
77869,26,22,18,14,22,14,12,36,12,20,18
77870,25,25,37,21,33,17,21,15,29,27,21
77871,32,36,30,24,26,26,22,18,24,28,16
77872,18,20,28,20,34,24,26,36,26,20,28
77873,20,22,16,22,18,26,26,16,20,18,22
77874,21,15,13,21,21,21,13,11,15,15,19
77875,28,26,18,22,16,16,22,18,30,18,18
77876,25,19,31,23,15,19,19,45,19,19,21
77877,25,23,21,23,29,29,23,23,27,17,37
77878,39,27,29,31,17,17,27,25,17,21,23
77879,36,20,20,40,30,24,28,26,18,20,26
77880,25,21,19,23,35,33,25,33,19,21,17
77881,23,29,15,19,59,37,19,35,19,19,17
77882,38,20,14,26,40,38,28,14,18,18,16
77883,21,17,9,13,13,11,13,17,13,13,15
77884,50,26,18,30,24,22,28,32,18,24,30
77885,23,27,41,27,29,31,33,39,27,29,35
77886,36,26,30,32,38,34,26,42,30,20,32
77887,24,22,22,18,18,22,32,16,20,12,26
77888,23,23,23,17,17,25,19,17,15,19,27
77889,25,31,23,19,45,13,23,27,15,19,13
77890,23,21,19,19,31,25,21,21,21,13,25
77891,32,30,32,36,22,28,34,40,28,24,24
77892,27,21,23,49,25,31,33,23,25,31,21
77893,29,19,17,25,17,23,19,23,29,21,23
77894,30,16,24,24,32,20,50,22,14,26,22
77895,26,28,30,24,34,40,28,38,34,26,32
77896,13,21,15,11,25,19,29,23,17,15,29
77897,27,19,15,15,33,21,13,13,17,13,15
77898,23,11,21,19,19,17,17,15,13,17,19
77899,47,29,33,27,17,27,19,33,25,21,31
77900,25,25,25,23,23,17,21,17,23,17,19
77901,26,22,28,30,28,24,34,50,42,32,34
77902,16,24,24,34,22,18,30,26,18,24,24
77903,16,20,24,18,12,14,14,16,18,22,20
77904,26,26,30,20,24,22,22,40,16,32,16
77905,27,19,19,17,25,21,17,23,21,29,15
77906,37,19,15,21,25,31,17,29,27,31,29
77907,22,14,12,16,30,12,18,22,14,22,16
77908,14,20,18,24,32,20,16,36,28,18,18
77909,20,22,10,14,14,16,20,26,34,14,16
77910,41,21,21,21,25,15,21,21,17,19,27
77911,34,30,22,28,38,40,28,28,18,24,22
77912,41,25,21,25,35,33,29,29,27,27,27
77913,29,29,27,29,29,25,33,35,29,33,27
77914,25,11,15,19,31,11,11,25,11,13,15
77915,12,16,24,30,18,20,18,20,14,22,12
77916,21,25,37,19,29,23,17,27,15,19,19
77917,22,24,32,26,28,24,24,22,30,40,30
77918,18,26,34,30,26,22,16,52,30,28,26
77919,25,23,21,25,25,17,17,27,21,19,23
77920,34,20,18,20,30,24,22,16,20,18,18
77921,30,22,20,14,18,20,24,32,18,16,16
77922,20,16,12,30,14,16,16,24,18,18,14
77923,42,32,42,46,42,30,38,36,28,28,40
77924,12,16,20,20,28,22,16,18,22,26,18
77925,16,12,18,20,50,18,16,36,16,16,12
77926,33,31,23,23,19,27,17,33,31,23,25
77927,34,18,32,24,30,18,18,20,24,32,22
77928,48,24,36,22,36,26,30,28,18,24,38
77929,19,21,21,25,19,17,19,15,19,21,17
77930,11,15,17,15,21,17,9,9,15,13,11
77931,36,22,28,26,32,22,24,40,30,24,22
77932,30,20,22,24,28,18,26,36,16,26,30
77933,34,16,20,26,30,24,22,46,30,20,20
77934,35,41,21,23,41,27,31,29,19,17,27
77935,32,18,26,38,26,40,22,24,24,26,22
77936,37,29,41,35,25,25,23,35,37,25,33
77937,30,22,18,16,20,36,18,38,24,22,24
77938,24,22,18,20,24,24,22,50,22,22,18
77939,18,12,16,20,24,16,18,26,14,14,22
77940,47,21,25,21,19,17,23,25,21,21,19
77941,24,18,20,14,26,20,14,20,16,36,12
77942,28,18,24,22,28,20,18,16,20,18,20
77943,24,24,20,20,32,28,16,20,24,24,26
77944,27,23,25,21,31,21,25,19,19,21,29
77945,25,25,27,17,21,17,21,25,19,31,23
77946,34,20,14,14,26,20,16,14,14,14,22
77947,28,24,28,24,28,28,26,24,26,28,16
77948,11,31,41,25,21,29,27,27,31,27,25
77949,43,25,17,25,27,23,21,35,27,23,17
77950,40,30,24,24,28,30,22,28,24,22,24
77951,38,22,30,18,18,16,24,24,28,32,30
77952,29,29,23,23,37,25,21,29,21,17,29
77953,12,10,14,18,24,8,12,20,10,12,14
77954,20,30,22,22,28,26,24,44,34,28,26
77955,40,24,28,22,30,26,22,20,14,20,22
77956,39,27,25,27,29,29,33,25,21,21,25
77957,42,22,24,22,40,26,20,34,22,16,22
77958,23,33,29,17,23,27,25,27,25,33,41
77959,38,24,16,42,20,26,32,36,18,24,30
77960,26,20,26,22,28,20,26,24,22,32,18
77961,49,31,15,13,37,17,25,19,21,25,15
77962,39,19,29,19,17,19,19,33,33,19,19
77963,27,21,23,19,19,13,27,27,21,17,19
77964,25,25,25,25,35,21,19,35,27,27,25
77965,38,22,30,20,18,22,18,30,34,18,26
77966,18,14,12,20,32,14,12,20,20,18,12
77967,25,27,19,15,27,15,15,13,19,33,25
77968,33,15,15,17,25,15,19,19,21,15,15
77969,34,32,32,26,24,42,44,44,20,32,18
77970,54,20,20,20,32,20,18,12,32,14,20
77971,52,20,20,36,32,16,18,42,22,18,16
77972,21,23,15,13,29,7,11,9,11,7,7
77973,12,18,20,24,30,30,18,38,26,24,16
77974,45,17,13,23,43,23,23,33,23,19,15
77975,11,13,11,13,11,17,19,13,9,15,9
77976,29,21,41,27,23,29,27,27,33,25,21
77977,25,17,11,13,11,17,23,19,15,13,21
77978,27,15,33,21,33,21,25,41,23,27,31
77979,22,18,22,28,30,22,36,24,18,32,24
77980,11,23,9,9,33,11,27,17,17,17,19
77981,16,20,8,14,14,18,20,20,16,26,14
77982,21,21,27,15,23,15,23,19,21,15,31
77983,16,24,32,28,26,18,28,46,22,14,18
77984,26,28,30,18,26,24,22,34,22,28,22
77985,25,33,31,19,37,25,39,29,29,33,31
77986,19,15,17,19,17,17,35,19,27,17,19
77987,75,25,15,17,25,25,13,19,19,27,21
77988,26,30,26,16,50,22,28,22,36,28,34
77989,22,16,14,18,14,18,14,22,14,16,12
77990,35,25,25,35,25,39,27,37,29,25,17
77991,8,8,16,6,24,8,8,20,6,6,10
77992,33,25,29,27,29,43,19,19,21,19,21
77993,26,22,26,18,24,18,20,28,22,32,22
77994,26,18,22,24,24,26,20,26,28,28,22
77995,24,18,24,30,22,14,24,24,22,18,16
77996,17,15,19,21,17,25,23,25,21,17,13
77997,30,16,30,20,40,18,24,20,20,30,32
77998,33,19,35,17,15,17,19,23,25,21,19
77999,26,20,26,32,24,26,26,18,24,24,30
78000,28,34,30,18,52,18,20,16,28,32,34
78001,16,18,16,26,24,24,28,38,18,24,20
78002,30,22,28,24,30,20,28,30,34,20,20
78003,24,20,18,20,24,24,28,34,16,18,20
78004,31,37,21,29,21,19,21,29,17,15,23
78005,43,31,29,35,11,27,23,29,23,23,19
78006,21,21,25,19,29,25,27,31,25,33,33
78007,32,18,18,22,46,14,16,26,34,14,26
78008,20,28,22,22,20,24,22,24,16,30,14
78009,34,22,16,22,38,22,12,22,24,14,18
78010,42,24,22,24,34,26,20,42,32,26,28
78011,8,10,12,8,10,10,14,12,10,10,14
78012,27,17,15,23,31,25,37,31,19,15,21
78013,19,27,21,31,29,23,23,17,35,31,21
78014,29,35,21,27,41,25,19,31,29,27,21
78015,17,27,17,23,31,23,25,23,31,23,25
78016,26,24,22,18,38,24,30,20,24,22,28
78017,35,23,29,21,27,19,21,29,25,31,23
78018,19,23,17,19,39,21,19,23,19,19,17
78019,16,22,24,20,18,22,18,38,22,20,18
78020,55,31,25,33,27,29,23,49,23,33,31
78021,45,17,21,25,17,13,27,25,15,17,23
78022,24,30,26,22,22,22,22,30,28,22,22
78023,13,13,11,11,21,19,15,21,9,17,15
78024,44,20,18,14,40,18,32,36,28,32,26
78025,24,10,14,16,34,18,14,26,18,14,12
78026,33,41,23,33,19,33,29,15,19,29,25
78027,23,21,19,21,21,19,23,35,17,17,29
78028,28,24,28,32,14,34,28,14,24,22,24
78029,9,19,9,13,15,35,19,27,11,31,11
78030,43,23,27,21,39,31,29,29,35,29,43
78031,41,21,21,19,27,17,13,37,21,15,15
78032,28,20,20,26,20,36,14,26,20,18,16
78033,33,33,19,29,37,27,25,31,35,33,21
78034,26,22,18,12,24,18,10,28,24,24,24
78035,21,45,27,29,21,29,19,23,17,23,23
78036,17,19,17,25,21,29,25,39,33,23,21
78037,16,18,18,14,38,20,16,26,22,28,16
78038,15,19,23,15,23,15,23,29,21,25,25
78039,14,20,30,18,44,14,26,26,30,20,24
78040,35,19,21,15,31,19,19,29,15,19,21
78041,55,37,25,29,35,31,25,23,35,25,29
78042,23,29,25,21,19,23,23,23,23,19,19
78043,24,16,16,20,30,16,18,20,20,44,30
78044,19,21,25,21,29,19,23,21,19,19,17
78045,29,39,27,21,33,25,23,29,21,23,27
78046,15,9,17,7,19,13,11,35,9,11,11
78047,31,27,39,29,43,25,23,31,29,27,27
78048,29,19,21,21,37,15,23,23,17,17,23
78049,52,28,22,32,18,24,18,24,22,22,24
78050,31,31,33,23,21,27,29,35,27,23,21
78051,36,24,30,32,36,30,32,38,26,36,22
78052,14,22,12,8,28,10,10,14,12,10,10
78053,17,21,15,13,23,27,15,33,25,25,25
78054,74,28,28,34,22,20,22,32,22,24,20
78055,31,23,21,17,31,27,23,47,23,21,29
78056,22,14,16,12,18,20,16,22,18,14,16
78057,23,15,23,15,19,19,27,11,13,17,13
78058,31,29,21,31,21,23,17,19,13,31,17
78059,30,18,28,20,20,36,28,26,24,24,28
78060,24,30,34,22,40,36,42,80,36,28,42
78061,22,14,20,18,26,18,22,22,16,16,20
78062,29,27,21,25,23,25,23,31,21,21,31
78063,21,23,35,27,39,23,25,13,21,19,25
78064,24,24,38,20,30,30,24,24,28,22,22
78065,22,24,22,24,26,16,22,32,20,24,24
78066,42,16,20,18,28,18,18,18,16,34,18
78067,26,18,10,12,20,10,16,12,10,14,16
78068,30,22,30,24,32,28,32,38,22,24,22
78069,18,26,18,16,30,18,16,36,16,14,14
78070,9,11,7,9,17,9,9,15,9,11,11
78071,33,27,15,17,17,23,21,19,17,15,15
78072,15,23,19,17,11,17,19,23,13,23,13
78073,16,8,12,12,16,16,20,24,12,14,16
78074,27,33,35,27,35,29,41,49,17,19,27
78075,28,20,28,26,32,26,16,24,32,14,32
78076,25,23,15,19,19,13,25,17,21,19,13
78077,29,25,25,17,43,21,27,21,39,37,21
78078,28,20,24,14,30,30,30,14,24,20,28
78079,25,27,25,23,21,21,27,35,27,23,23
78080,22,16,16,16,14,16,30,20,16,14,16
78081,26,30,36,20,26,34,18,28,18,26,40
78082,34,36,28,20,20,20,22,26,28,18,18
78083,32,42,16,28,34,20,28,28,34,18,40
78084,22,18,18,22,30,20,22,24,18,22,22
78085,21,29,19,25,31,29,15,17,21,23,19
78086,13,13,15,9,11,11,11,19,13,13,17
78087,37,39,17,33,35,33,27,39,25,31,27
78088,31,13,17,15,21,17,15,17,17,19,11
78089,30,16,20,20,18,16,16,16,20,26,16
78090,27,23,21,33,21,33,17,33,23,21,23
78091,14,22,12,16,24,22,24,22,16,14,16
78092,21,15,21,11,9,21,17,27,17,17,13
78093,16,16,18,32,32,14,22,52,26,26,42
78094,45,29,31,31,31,27,31,35,19,37,31
78095,24,20,18,28,16,24,22,20,18,26,28
78096,19,15,23,19,29,21,23,21,17,23,17
78097,24,22,24,16,22,30,22,22,30,18,22
78098,22,18,26,26,26,26,30,18,24,20,24
78099,27,19,21,23,31,23,25,31,23,23,23
78100,30,20,18,18,20,18,14,28,26,22,20
78101,33,25,33,33,23,21,25,41,33,37,23
78102,7,19,7,7,23,13,5,11,13,9,13
78103,33,25,13,19,37,21,21,17,23,19,25
78104,36,26,36,22,22,24,14,48,24,34,20
78105,18,16,22,16,30,24,16,22,20,18,28
78106,45,17,21,23,19,15,19,25,15,21,19
78107,30,22,24,20,18,42,22,16,30,32,20
78108,42,22,18,18,28,24,24,36,22,16,26
78109,32,20,36,22,30,16,20,18,18,18,22
78110,48,22,20,28,22,26,18,28,26,30,24
78111,41,17,13,11,13,17,21,23,13,15,17
78112,18,20,20,16,24,16,22,44,20,20,14
78113,11,11,19,11,47,13,9,7,13,17,13
78114,31,13,13,19,19,23,13,13,13,17,13
78115,40,14,16,20,30,22,10,38,12,20,24
78116,26,20,28,26,20,22,38,38,40,34,28
78117,21,23,29,23,25,23,25,17,29,27,29
78118,23,27,17,25,23,29,23,25,23,19,17
78119,23,35,33,29,47,21,23,21,25,27,23
78120,27,17,19,17,33,33,19,29,27,29,31
78121,42,32,40,48,34,18,28,26,24,30,30
78122,18,20,24,14,20,20,16,32,22,24,34
78123,29,39,23,21,11,17,21,19,17,25,25
78124,20,16,22,32,26,16,18,26,16,22,16
78125,23,19,19,17,17,15,17,43,15,17,19
78126,11,15,15,21,19,15,17,19,19,19,23
78127,22,18,24,38,18,24,18,48,22,36,22
78128,22,24,22,24,20,24,24,22,20,30,36
78129,24,28,22,26,22,18,16,28,18,16,18
78130,26,22,20,24,20,18,24,50,28,24,20
78131,15,9,15,9,27,7,9,31,7,13,11
78132,41,27,17,21,15,25,19,27,21,27,21
78133,24,26,20,22,54,32,28,18,16,26,12
78134,24,10,22,10,26,20,12,12,16,12,20
78135,33,19,17,21,15,17,23,17,25,17,25
78136,29,23,21,19,35,19,25,35,21,21,27
78137,25,13,13,13,11,17,19,17,13,19,11
78138,39,25,29,31,45,27,33,29,25,29,27
78139,20,16,22,14,24,16,26,18,12,22,34
78140,16,20,18,16,26,34,32,24,20,20,22
78141,7,15,9,11,15,9,9,17,9,13,15
78142,23,23,29,19,39,23,23,33,37,29,15
78143,22,16,20,20,22,22,22,22,24,24,22
78144,27,31,15,21,15,19,19,25,17,19,19
78145,24,28,32,30,30,26,22,42,28,22,24
78146,22,20,14,14,8,10,20,16,12,12,12
78147,21,19,25,17,25,21,21,29,23,27,31
78148,37,23,23,25,37,21,27,35,37,37,25
78149,24,22,28,34,26,24,36,34,26,24,24
78150,24,30,18,28,30,22,20,48,22,18,28
78151,17,25,21,15,33,31,15,31,15,15,15
78152,20,16,18,16,26,18,28,22,14,16,26
78153,20,24,22,22,28,20,22,20,18,24,28
78154,23,23,25,31,41,39,17,35,23,25,27
78155,26,24,22,24,22,32,24,20,28,24,24
78156,23,17,25,21,51,27,17,33,25,25,21
78157,54,18,18,28,38,24,22,24,44,28,18
78158,15,25,15,19,27,19,21,63,15,23,15
78159,42,36,28,34,28,22,22,40,36,30,40
78160,42,18,18,18,28,30,24,36,24,26,26
78161,39,39,29,23,37,25,27,47,27,27,25
78162,37,21,15,19,27,21,19,49,25,35,15
78163,10,16,14,22,24,8,18,36,16,12,14
78164,21,23,21,41,15,21,25,29,21,17,17
78165,18,10,16,16,26,18,16,32,16,16,20
78166,36,22,22,24,36,26,20,26,18,24,22
78167,19,19,25,17,27,21,27,25,17,21,21
78168,31,25,25,23,43,27,31,23,19,19,25
78169,19,25,15,15,31,27,21,21,27,21,17
78170,33,39,23,21,41,33,23,27,19,21,19
78171,40,22,38,28,26,26,24,30,36,24,26
78172,56,20,18,30,36,20,16,12,16,12,18
78173,17,13,15,29,33,15,17,21,17,27,21
78174,18,18,20,20,14,14,24,30,36,18,20
78175,28,24,16,18,28,20,22,36,18,22,30
78176,31,25,21,17,29,27,15,35,17,21,15
78177,24,24,26,24,30,40,26,30,28,22,26
78178,37,35,23,31,49,29,27,23,31,35,23
78179,53,19,19,25,19,19,15,21,17,25,25
78180,29,23,27,43,39,29,29,49,27,29,31
78181,33,25,31,27,25,37,21,23,31,17,31
78182,28,6,8,14,10,8,16,22,8,26,16
78183,8,8,14,12,14,12,24,16,10,28,10
78184,32,16,24,40,22,22,30,30,28,30,22
78185,22,20,16,22,48,24,20,32,18,26,18
78186,36,16,38,18,16,14,26,28,36,18,20
78187,22,20,14,20,30,16,22,50,20,26,22
78188,22,28,16,24,38,26,18,44,18,30,16
78189,16,18,16,22,26,22,40,20,24,24,18
78190,22,24,30,20,30,30,28,22,32,28,26
78191,39,25,33,47,31,23,29,47,25,29,33
78192,17,29,15,11,15,11,15,25,15,11,27
78193,41,17,25,15,19,19,19,23,21,21,39
78194,24,18,18,20,20,20,18,32,20,24,24
78195,24,30,20,28,26,30,26,26,36,22,22
78196,20,16,12,28,14,14,12,24,12,16,16
78197,27,25,37,33,25,27,27,29,27,37,29
78198,32,22,18,22,28,28,20,36,20,18,22
78199,44,22,20,26,38,26,16,16,22,16,12
78200,17,13,15,15,25,13,15,27,13,15,13
78201,33,19,29,21,27,27,17,33,33,21,21
78202,32,24,26,30,36,26,22,20,26,28,22
78203,51,31,39,23,31,23,35,43,23,39,37
78204,38,28,30,30,28,30,26,48,22,34,34
78205,31,21,25,27,45,27,29,33,25,27,27
78206,26,14,20,24,34,16,16,18,20,28,24
78207,15,19,25,21,19,13,33,25,11,17,21
78208,14,22,24,20,34,24,22,20,18,20,20
78209,18,36,24,24,20,28,30,24,16,18,12
78210,22,30,22,24,22,22,32,42,38,24,20
78211,17,13,9,11,11,11,11,11,13,9,7
78212,16,16,16,24,36,18,26,26,16,22,22
78213,33,55,35,37,23,27,33,37,37,35,43
78214,35,27,19,23,35,29,21,55,19,19,19
78215,36,16,22,30,30,26,16,18,26,20,22
78216,22,16,14,12,28,12,18,18,12,12,14
78217,33,27,25,23,17,19,37,23,23,31,19
78218,16,12,20,20,14,18,14,30,24,14,20
78219,36,20,16,18,30,16,20,24,16,24,18
78220,17,23,27,23,35,23,35,45,21,19,23
78221,46,34,18,22,24,26,34,26,34,24,36
78222,39,17,21,29,31,15,21,37,15,15,19
78223,21,15,27,17,15,15,23,41,19,25,29
78224,26,20,20,20,24,26,20,22,24,18,16
78225,16,44,18,44,38,30,32,32,22,18,24
78226,19,11,25,11,29,13,9,9,15,13,13
78227,22,40,26,34,30,30,44,28,24,28,22
78228,24,22,30,22,24,12,20,32,22,24,30
78229,18,16,20,12,20,16,16,16,12,16,10
78230,25,13,27,17,19,13,13,27,17,19,11
78231,47,21,29,23,27,35,23,27,25,31,17
78232,18,28,18,26,16,28,28,24,26,20,22
78233,11,9,13,13,35,13,11,11,11,15,15
78234,24,20,26,20,26,28,28,26,28,22,24
78235,32,10,12,14,12,14,12,20,16,14,18
78236,16,14,26,20,24,28,26,18,30,22,24
78237,26,18,14,18,24,24,18,24,22,16,18
78238,34,24,24,26,26,36,24,28,18,24,30
78239,14,18,24,20,26,24,14,46,44,24,16
78240,38,14,18,16,22,14,18,20,12,16,20
78241,16,10,12,18,24,16,16,24,22,24,14
78242,41,29,31,27,43,27,25,43,29,27,23
78243,26,24,22,22,28,32,22,26,20,30,34
78244,23,19,21,21,33,17,17,25,21,19,23
78245,28,20,28,30,42,36,30,28,26,26,30
78246,38,26,22,20,26,16,30,20,26,26,22
78247,16,26,14,14,26,24,30,42,20,22,16
78248,18,20,30,24,16,22,20,40,30,24,18
78249,44,26,30,30,32,28,36,36,22,26,26
78250,28,18,22,22,18,16,18,24,18,16,20
78251,30,12,12,36,14,18,16,34,24,22,12
78252,45,27,27,29,31,27,29,45,25,25,29
78253,25,23,23,29,33,27,27,29,27,25,25
78254,37,21,37,31,43,27,25,25,21,27,29
78255,43,29,25,29,27,27,25,19,31,31,29
78256,52,24,34,20,24,26,18,40,18,22,26
78257,24,30,30,22,32,24,30,26,30,26,22
78258,22,34,18,22,38,22,18,18,20,18,14
78259,29,21,19,19,27,23,25,29,23,21,17
78260,22,24,18,18,10,10,10,14,14,18,10
78261,29,17,21,19,27,17,17,17,17,17,15
78262,31,15,11,11,19,13,11,17,17,13,17
78263,32,20,36,30,26,18,20,48,30,24,22
78264,42,18,18,18,18,20,20,20,18,22,20
78265,28,24,28,32,34,24,34,26,18,30,16
78266,18,22,16,18,16,14,18,18,18,22,16
78267,20,30,24,30,48,30,24,30,22,22,26
78268,26,32,26,26,30,20,22,34,30,26,24
78269,17,23,15,25,19,25,25,27,19,19,21
78270,23,13,19,27,51,15,11,23,19,21,27
78271,39,17,19,23,19,19,21,21,23,15,19
78272,31,21,21,15,27,15,21,39,25,23,25
78273,29,17,19,21,25,17,25,15,17,17,17
78274,24,18,18,26,22,14,26,24,16,30,18
78275,27,21,29,23,19,19,19,21,17,17,17
78276,30,22,30,18,24,32,24,22,16,18,18
78277,13,23,25,15,21,23,17,45,15,25,29
78278,48,26,14,22,22,20,18,26,20,18,14
78279,35,23,25,23,21,31,35,21,35,19,21
78280,22,16,14,16,14,14,20,36,26,18,18
78281,20,20,20,18,22,18,20,26,24,20,20
78282,15,13,25,15,19,27,17,21,15,17,15
78283,44,28,40,20,30,20,34,26,22,30,36
78284,21,17,21,23,25,21,21,43,27,25,31
78285,32,20,24,20,20,16,18,20,22,28,18
78286,28,24,22,32,10,24,24,18,18,20,14
78287,17,25,27,15,29,33,27,17,23,19,27
78288,44,30,24,28,30,20,22,40,28,22,32
78289,15,27,15,23,31,19,23,19,15,29,33
78290,27,19,19,13,31,17,25,27,37,19,37
78291,27,17,29,19,19,19,17,23,17,23,19
78292,27,23,17,23,33,25,27,17,29,33,29
78293,53,13,17,15,27,23,15,11,19,17,11
78294,28,30,22,26,40,34,26,28,30,26,20
78295,39,27,33,19,15,29,21,25,21,27,25
78296,26,26,18,30,36,18,26,34,26,26,30
78297,23,23,19,19,41,19,15,17,21,33,21
78298,30,14,10,12,30,12,8,16,12,8,14
78299,50,20,12,12,34,18,14,18,12,14,12
78300,35,15,19,19,15,17,15,19,33,11,21
78301,23,19,23,29,23,17,23,49,23,21,23
78302,13,13,35,23,33,29,21,23,19,39,31
78303,43,15,21,19,55,23,17,19,17,13,19
78304,51,27,27,21,15,41,27,21,17,27,17
78305,46,24,14,32,20,20,20,40,18,22,28
78306,27,25,13,23,25,11,15,37,17,13,25
78307,39,25,25,37,73,23,33,39,19,29,19
78308,25,17,19,15,33,15,23,15,15,21,17
78309,29,21,19,23,25,19,19,29,19,17,21
78310,28,30,20,22,34,22,26,24,26,20,26
